,message,HateSpeech
200,als asylant verkleidet an die fasnacht frauen begrabschen gehen. gesellschaftssatire pur! #fasnacht2016 #satire #asylanten,1
201,"Wie jetzt,gemäßigte Opposition in #Syrien besteht auch aus #Fudamentalisten, die einen #Gottesstaat und die #Scharia wollen? #PestCholera",0
202,"Kinderfickende, schächtende #rapefugees! Wer Kinder-, Frauen-, oder Tierrechte verteidigt, darf nicht #gruene #spd oder #cdu wählen! #ltwbw",1
203,In Baden-Württemberg gibt's jetzt Ne extra #Asylanten -Polizei! Bisher zu viele Anzeigen/Straftaten zu wenig Verhaftungen!,0
204,#Asylantenheime #anzünden=#verbrecherisch -aber einziges Augenmerk auf #deutsche #Straftäter +nicht auch #Krimigranten #rapefugees =#nogo,1
205,"#merkel läßt deutschen steuerzahler bluten für Syrien, algerien, marokko, tunesien, etc. und bietet Mio #asylanten all incl. Grandios dumm",1
206,Wann stoppen #Faymann #SPÖ und #Mikl-Leitner #ÖVP endlich das Durchwinken und Weiterschicken von #Asylanten und #Wirtschaftsflüchtlingen?,1
207,#scharia in # Deutschland?  Werden die Kölner Kulturtänzer demnächst handlos? Dann berufsunfähige Frührentner? Fragen über Fragen,0
208,"Bei Aldi verkaufen sie Lachs, der morgen abläuft.Im #Asylanten-Heim gäbe es sowas nicht.",0
209,"Kinder im Schwimmbad"""" #Edathy gefällt das!  #Rapefugees in #Kölnbad auch.",1
210,"Die linksgrün-versiffte Mischpoke in Berlin wird sich noch wundern, wenn die #Rapefugees im Sommer so richtig abgehen. Deustche Mädels,..1/2",1
211,"Wird #sophienhof wieder zensiert aus den twitter trends? Bloß wieder nicht ansprechen,was für ein scheiß Problem auf uns zukommt #rapefugees",1
212,#rapefugees wieder in Köln aktiv. Übergriffe im Schwimmbad in Zündorf. Der Sommer kann kommen #koelnhbf #nolegida,1
213,"Flüchten, wo andere Urlaub machen. #Idomeni #refugeesnotwelcome",0
214,"Wie kann ich, wenn ALLE gegen mich sind, von denen verlangen, dass sie tun, was ICH will? #Merkel2016 * Europäische Lösung, #Asylanten #Asyl",1
215,"Schade, dass heute nicht Wahl ist, sonst würde ich nämluch direkt die AfD wählen. #RefugeesNotWelcome #Widerstand",0
216,#rapefugees laufen sich langsam warm. Kölnerin wird von Flüchtling vergewaltigt. #Obergrenze #armlänge #alaaf #Karneval,1
217,#annewill  Warum gibt es in Europa nicht einheitliche Standarts so das alle #Asylanten überall selbe Leistung bekommen? Zu einfach???,0
218,Stellt Lügenpresse eigentl schon Überlegungen in München an zur Nacktbadesaison an der Isar und Flüchtlinge Primaten? HAHAHAHA #rapefugees,1
219,Frauen die sich nicht freiwillig von Flüchtlingen ficken lassen sind sind ein Verstoß gegen die Menschenwürde. #Hungerstreik #Rapefugees,1
220,"90% aller #Asylanten wollen nur deshalb nach D, weil sie nirgends auf der Welt mehr Geld bekommen! Nebenbei islamisieren. #Lanz",1
221,"Ihr sollt nicht alle NAZIS an den Taten einiger weniger Nazis beurteilen""""...sagte niemand. #Appeseament #Islamisierung #taqqiya",0
222,"Viele Menschen in #Europa fürchten eine #Islamisierung, berichtet #hartaberfair. #Migranten",0
223,#Deutschland wird #Asylanten zu #Sicherheitsbeamten ausbilden um eine #Perspektive für #Syrien zu schaffen #MSC2016 #Fluechtlinge,0
224,"Beim #lasttweet aufgefallen, dass zuerst #refugeesnotwelcome nicht #refugeeswelcome vorgeschlagen wird. Könn wir das ändern? #followerpower",0
225,"Wer die #Islamisierung bestreitet, dem sei ein Trip in arabisch dominierte Viertel in London empfohlen. #hartaberfair",0
226,Wer will überhaupt immer noch kriminelle #Asylanten in Europa aufnehmen? #Passverfälschung #Schleuser,0
227,Wo ist der #aufschrei #ausgruenden #Belästigung von #Flüchtlingsfrauen in #Flüchtlingsheimen?  Könnt wohl nur #koelnhbf u #Rapefugees?  :'-(,1
228,städte- und Gemeindebund erwartet 2 Mio #asylanten in 2016. es wird Zeit für grenzsoldaten. massenabschiebungen. #merkel amtsenthebung!,0
229,"Die Frage ist, warum sehen die Menschen in D die Millionen muslimischen #Migranten NICHT als Gefahr im Sinne einer #Islamisierung an.",0
230,"#Lanz ich staune auch, mit welcher Leidenschaft  die #Islamisierung in #Deutschland verteidigt wird!!",0
231,"Langsam nähern sich auch die #CDU/#SPD-nahen Wirtschaftsinstitute seriösen Prognosen an, wonach die #asylanten 50 Mrd. € pro Jahr kosten.",0
232,#GroKO-Regierung hat die bürgerliche Mitte schon lange verlassen! #Islamisierung #Umerziehung #Migrantenstadel #Merkelmussweg,1
233,"die laufende #islamisierung deutschlands und europas macht deutlich, wie viel wir an deutschland und europa wirklich hatten.",0
234,"wer, glaubst du, finanziert das durchfüttern, Zelte, Bekleidung, der armen #Rapefugees an den Grenzen? Glaubst du die zahlen für irgend was?",0
235,"Wenn Leute, die Deutschland hassen immer mehr #Flüchtlinge dorthin holen wollen - sind das dann nicht #Asylanten-Hasser?",0
236,"Alle #Fluechtlinge nach #GG illegal!Nach Art. 16a nur #Asylanten #EU + sichere Drittstaaten. #NaherOsten, #Afrika = nicht",0
237,"lieber #Horst #Seehofer, gibt es #Asylanten, die besser im #Tierasyl aufgehoben wären ? #sz #faz #zeit #nzz",1
238,"Worauf warten diese scheiss #Flüchtlinge und #Asylanten eigendlich? #Griechenland = #Europa = kein Kriegsland. STOP REFUGGES,",1
239,#Merkel und co erwarten 500000 #Flüchtlinge in 2016! 2015 am Anfang waren es 250000! Die #V4 werden IHR Druck machen.  #Islamisierung NEIN,0
240,Besser als Schreckschusswaffe gegen #rapefugees: Wasserspritzpistole gefüllt mit Schweineblut ^^,1
241,"Extraunterkünfte für Frauen u Christen,um sie vor den #Asylanten zu schützen.Wärs net besser die Anderen zu separieren?Im Flieger nachhause",1
242,"#Asylanten: #EU #Gipfel: Ist das eine #Merkel Show, die nun Millarden an d.#Türkei anweisen will u. die Visumpflicht auch gleich abschafft?!",0
243,"#annewill wir bekommen keine Weimarer Republik, sondern #Islamisierung, siehe #Schweden, dt. Kultur weg + Geldverschwendung!",1
244,"Deutschland den Deutschen.  """"#Flüchtlinge"""" #Illegale #Überfremdung #Islamisierung #Antigermanismus #Widerstand #abmerkeln #REMIGRATION!",1
245,#klöckner biegt sich die Wahrheit zurecht! dank #merkel haben wir Millionen #asylanten in D. auch Marokkaner. erst gar nicht ins Land lassen,0
246,Terrorrazzien in Asylheimen. Gibt es nun doch einen Zusammenhang zwischen illegaler Einwanderung und islamischem Terror? #Islamisierung,0
247,"lieber #Horst #Seehofer,das #Geld aus #Saudiarabia versucht sich momentan an der #Islamisierung #Europas ! #sz #faz #zeit #nzz",0
248,wir wissen daß über 50% der #asylanten ewige langzeitarbeitslose sind. warum sitzen diese nicht bei #illner & #will? das wäre repräsentativ!,0
249,Respekt! Der Türke zieht in Deutschland eine Moschee nach der nächsten hoch. So gewinnt man! #Islamisierung,0
250,"Maas: """"Die kommenden Wochen werden über die Zukunft Europas entscheiden."""" - genau: Islamisierung oder Grenze dicht! #refugeesnotwelcome",1
251,"Schleich. Infiltration, massiver Migrations #Jihad und latent linke Konditionierung durch #Lügenpresse aber keine Sorge wegen #Islamisierung",1
252,#Silvesternacht in #NRW. Erste Verurteilung! 6 Monate auf Bewährung für bereits vorbestraften #Asylanten. Wenn das kein gutes Zeichen ist.,0
253,#Merkel ist jetzt in der #Türkei. Schnell die Grenzen schließen und die Frau nicht mehr reinlassen! #abmerkeln #refugeesNOTwelcome,1
254,Das nächste mal vertecke ich #rapefugees in ihrer Torte sie dumme Nazi sau #tortalerkrieg,1
255,Nordafrikanische Single Männer not Welcome #rapefugees,0
256,Sich schützend vor deutsche Frauen stellen bei Belästigung durch #rapefugees. #wasistrechts,0
257,"Wer zahlt hier meinen Kindern, den kompletten Unterhalt beim Studium, so wie den #Asylanten? ICH!! #maischberger",0
258,Das Problem sind nich die #Asylanten. Es sind die uninformierten und übergangenen Bürger. Und die #Politik ignoriert's noch immer. #Bautzen,0
259,Im #ARD läuft schon wieder #Rapefugees Propaganda.... Zum Kotzen,1
260,"Seht mein Profilbild an! Glaubt Ihr, #rapefugees werden durch Belehrungen oder Benimmkurse von Vergewaltigungen abgehalten?",1
261,"N24: Mehr Polizei, weniger Feiernde aber mehr Sexualdelikte als sonst #abmerkeln #rapefugees #merkelmussweg #refugees",1
262,"#NoHate Für Kindergärten und Schulen gibt es keine Gelder, aber #Asylanten bekommen alles in den Arsch geschoben. Gehts noch?",0
263,Die Regierung alimentiert Menschen aus aller Welt & fördert #Islamisierung unsrer Heimat...mit unsren Steuern! #Volksverräter abwählen! #AfD,1
264,"Make Rape Legal"""" findet Merkel auch und deshalb flutet sie unser Land mit #Rapefugees.     #abmerkeln #merkelmussweg #merkeldiktatur",1
265,"#Hausverbot für 4 vom übergriffigen Mob im #Sophienhof in #Kiel. Na super, dann sind wir ja jetzt sicher vor denen. Nicht. ?? #rapefugees",0
266,Eine europäische Lösung wird es NICHT geben. Merkel greift nach einem Strohhalm den es nicht gibt.. #Orban #merkel #cdu #rapefugees #cdu,0
267,Integration findet also im Kopf statt!? Bislang doch eher im Schwanz! #koelnhbf #fluechtlinge #rapefugees,1
268,"Soll der neue Begriff #Asylsuchende jetzt mehr Mitleid hervorrufen als #Asylanten, #Asylbewerber, #Migranten oder #illegaleEinwanderer?",0
269,Was machen eigtl. die vielen Vögel mit den Kameras zwischen den Randale-#Asylanten in #Mazedonien ?,0
270,"im Mittelmeer die Flüchtlingsboote an den Haken und wieder zurückschleppen, zerstören und gut ist. Dann kommt da keiner mehr #Asylanten",0
271,"Zäune sind unausweichlich,um #islamisierung mit anschl. #Jihadh wie bereits in Nigeria,Indien,Thailand,Israel,Frankr,Belgien,UK...zu stoppen",0
272,#Frankreich macht ja schon Grenzkontrollen. Haben die wirtschaftliche Einbußen? Nö. #Grenzenzu #FestungEuropa #refugees #refugeesNOTwelcome,0
273,"Jetzt schwenkt der falsche Fünfziger Gabriel in die Richtung derer,die er damals als Pack bezeichnet hat! #Merkel  #Asylanten #maybritillner",1
274,Mit #Scharia können #Merkel und #Siggi erst recht durchregieren . #Groko,0
275,"#tagesschau nennt #Levante-Dschihadisten, die für einen #IslamischenStaat mit #Scharia in #Syrien kämpfen, """"einigermaßen gemäßigte Rebellen""""",1
276,"#illner: #cdu lebt im falschen Land scheint mir... 12,5 mio deutsche sind arm (2016). geld für #asylanten gibt's dicke.",1
277,#pegida ihr habt einen Maulwurf  Handabhacken für Diebstahl #Scharia   Erschießen bei illegalem Grenzübertritt #afd,1
278,Wie hat Sloterdijk so schön gesagt? Es gibt keine moralische Pflicht zur Selbstzerstörung. #IslamicState #Islamisierung #Fluechtlingskrise,0
279,#ZDFzoom #Flüchtlinge #asylanten diese Reportage sollte ein MUSS sein für Interessierte! 1000 Dank an Frau #Knobel-Ulrich u ZDF,0
280,Man wünscht sich eine schlagkräftige Bürgerwehr für #Sophienhof. Politik versagt auf ganzer Linie. #rapefugees #abmerkeln,0
281,Unterhaltsam die Metamorphose v #Gutmenschen zu #besorgteBürger zu beobachten wenn neben der Schule der Tochter ein #Asylanten-Heim entsteht,1
282,Rettet die deutsche Frau vor dem Multikuliti Wahn #rapefugees,1
283,#rapefugees in der Siedlung? #hartzundherzlich,1
284,"syrische #asylanten wollen in hungerstreik gehen, weil Klopapier gelegentlich fehlt? wer unzufrieden ist, sollte gehen! no #refugeeswelcome",1
285,"Es ist weder islamophob noch rassistisch, Kritik am Islam zu üben. #Kinderbraut  #Frauenunterdrückung #Intoleranz #Scharia",0
286,"#Sonderrecht für #radikale, #kriminelle #Islamisten installieren? -nach d #Scharia aburteilen? -#Diebstahl: Hand ab? -schnell Ruhe im Karton",1
287,Mit Zuckerberg schließt sich der Kreis. #refugeeswelcome #refugeesnotwelcome,1
288,#NoPegida =  #ISIS Unterstützer  #Scharia Befürworter  #Islam gehört zu DE Sympathisanten  #GG Bruch Gutheißer  #Asylindustrie Profitierer,0
289,#Asylanten sollen #arbeiten können.Die #Wirtschaft gibt #Knowhow und der #Staat bezahlt. Muss er sowieso....,0
290,Im übrigen müsste klar sein das die #rapefugees aka IS monkeys die  Absage von #Rosenmontag als  Herausforderung ansehen.  #merkelmussweg !!,1
291,#asylanten stapeln sich in GR. was macht #merkel & #cdu? ducken sich weg! kein Wort daß wir keine #migranten mehr wollen! Schämen Sie sich!,0
292,"#funfact : Die #AfD wettert gegen #Asylanten , erzeugt aber wahrscheinlich jetzt schon in #Hessen politische Fluechtlinge...",0
293,"#hartaberfair Warum werden #Fluechtlinge wie  #Migranten behandelt? Sind #Asylanten - müssen zurück, kein Bleiberecht!",0
294,"Schüler sollen #refugees Betten machen,  sich auf arabisch bei denen entschuldigen, was kommt noch? #refugeesNOTwelcome #GutmenschGoHome",0
295,Alleinherrscher #Putin wird mit Sanktionen belegt-Diktator #Erdogan werden alle Erpressungswünsche erfüllt! Klasse #Merkel #Asylanten,0
296,#Flüchtlinge und #Asylanten bzw. #Migranten sind #perverse kleine #Kinderficker.,1
297,#rtl berichtet jetzt über gewalttätige #asylanten #refugees,0
298,#cdu kapiert es nicht! Alle in europa ausser cdu von #merkel wollen keine #asylanten. sichert die aussengrenze oder EU und merkel sind tot,1
299,Der blanke politische Schwachsinn:  #Sturmwarnung | #Rosenmontag  #rapefugees | #Kriminalität | #AfD  Kapitulation im vollen Gange #CDU,0
300,#Schweden findet Missbrauch v.Kindern OK #Kinderehen #Asylanten Bei unbewiesenen Vergewaltigungsvorwurf sind sie nicht so tolerant #Assange,1
301,"Mensch #Gabriel, weil #Europa keine #Muslime haben will. Nur #Merkel bringt uns diesen Fluch. #Illner #Asylanten",1
302,"Das Geld ging für Lunchpakete der #rapefugees drauf. Find dich damit ab u stirb, wenn du arbeitslos bist. Deine Bundes- u Landesreg. #Domian",1
303,Sollen dt. Städte in die Topliste der gefährlichsten der Welt aufsteigen? Dann wählen Sie weiter die #Altparteien! #Rapefugees & IS danken,0
304,"Glawischnig #Weltfrauentag: """"Ich bekämpfe kein Kleidungsstück."""" #burka #scharia #islam #isis #diegrünen #menschenrechte #frauenrechte #vdb16",0
305,make rape legal soll uns wohl schon athmosphärisch vorbereiten auf Vergewaltigungswelle musl. #rapefugees.In gesamter EU tgl. zu notieren!,1
306,"#klöckner wählen heißt 2 Mio neue #asylanten, türkei Mitglied in EU und Euro, neue #Steuern, Zensur & sharia.Ich will das nicht. #afd wählen",0
307,#cdu hat die deutschen schon aufgegeben. jetzt geht es darum den #asylanten möglichst schnell das Wahlrecht zu übertragen. genug #refugees,0
308,würden wir #kriminelle #islamistische #Migranten nach der von ihnen gewünschten #Scharia #bestrafen -wäre schnell Ruhe im Karton,1
309,"Die #Asylanten werden sich in #Deutschland festsetzen,und höchstens zu Besuch zu #Verwandten fahren.Ich fordere eine #RückkehrPflicht. #afd",0
310,"Man isst zu Abend= #eu Gipfel - Hast Du heute schon gnachtmahlt, #Angela ? #europa  #Flüchtlinge #fleuchtlingskrise #Asylanten",0
311,"geplatzte #Träume sind immer noch besser, als ein geplatztes #Kondom. #Asylanten",1
312,"Fünf #Männer und eine devote #Frau! Wie immer bei #Lanz . Mir ist irgendwie übel, muß leider abschalten. #Lanz #Merkel #Scharia #kölnhbf",0
313,Wieso nehmen nicht #Bergdörfer die #Asylanten und #Flüchtlinge  auf ? so wären die Schulen im #Dorf gesichert. #Bundesasylzentrum #Wallis,0
314,"Wähler und Nichtwähler: Wir müssen uns wehren- wählt AFD,nicht aus Überzeugung, aber ausNotwehr  #rapefugees #madmerkel #annewill #lanz",1
315,"#Hoaxmap, weil #Rapefugees vergewaltigen auch manchmal niemand",1
316,Allianz für Weltoffenheit das heutige Motto der #Islamisierung skampagne.Tgl.+weltweit wird die Würde des M. im Namen des Islams missachtet!,0
317,"Wer für #Täterschutz,#Islamisierung und Abschaffung #Deutschland(s) ist,wählt weiter #Grüne,#Linke,#SPD,#CDU. Wer das nicht will,wählt #AfD.",0
318,"beachtlich, wieviel gutmenschen von einst mittlerweile die hosen gestrichen vollgeschissen haben vor angst vor #rapefugees #spielfeld",1
319,"Die #afd wird in den nächsten Jahren auf über 25% kommen,warum?Weil eure #Asylanten euch zeigen werden wie freundlich Sie wirklich sind!#afd",0
320,EU stellt 16 300Mio für #Invasoren bereit! Wer wird das wohl bezahlen? #Refugeesnotwelcome #Fluechtlinge #Pegida #AfD #CDU #Merkelmussweg,1
321,"#RefugeesWelcome Brüllern ist tägliche #Kriminalität der """"#Flüchtlinge"""" wohl egal oder sie wollen es nicht wahrhaben. #AfD #Islamisierung",1
322,"Übrigens, so wie ich die Dinge sehe, ist die Einführung der #Scharia in #Deutschland eigentlich nur noch eine Frage der Zeit ...#Flüchtlinge",0
323,"Nein zu #Multikulti, nein zur #Islamisierung, nein zu #Merkel #Vertrauensfrage",0
324,"#Kiel : der #Asylkult und seine Folgen, bald auch in Ihrem #Einkaufszentrum , lieber #SPD - Wähler und sonstiger #Traumtänzer  #rapefugees",0
325,"Ja zur Einwanderung z.B. aus Amerika, Australien, Ostasien. Nein zu #Überfremdung und #Islamisierung.",0
326,Die Geschichte wird das Merkel-Regime als genauso zerstörerisch für Europa bewerten wie das NS-Regime #abmerkeln #islamisierung,0
327,Wie viele #Gebetsräume für #Christen wurden von #Islam-#Fanatiker bis jetzt in #Deutschland zerstört? #Trümmerfrau #Asylanten #Bürgerwehr,1
328,#heute-journal: UN ehrt #merkel für #asylpolitik. 1 Beitrag später: Suche nach kriminellen #asylanten. 107 Männer werden gesucht. Danke #cdu,0
329,"Wir bekommen #Asylanten aufgedrückt, wir bekommen #TTIP vorgesetzt, müssen übelste moderne Propaganda in den Medien ertragen. Wie weit noch?",0
330,Wer will auch bewaffnete Grenzer? #BorisPalmer #Grüne Die #Afd hat halt recht und er auch! Und die #GrüneJugend kotzt! #refugeesNOTwelcome,0
331,"Schleichende #islamisierung """"aus Rücksicht""""kein Schweinefl. Was als nächstes? Frauen, Ungläubige verbannen?#Schweinefleischpflicht sinnvoll",1
332,"Hört auf damit widerliche Kommentare über #Flüchtlinge und #Asylanten zu machen, es reicht!",0
333,360% mehr sexuelle Übergriffe an #Karneval als im Vorjahr. #rapefugees #refugeesnotwelcome #grenzendicht #abmerkeln,1
334,"Frau #merkelmussweg Deutschland in der EU immer mehr isoliert,dank ihrer #Asylanten Politik,was machen sie,wenn der nächste Gipfel erfolglos",1
335,#Österreich macht es richtig. #Flüchtlingsobergrenze #refugees #refugeesNOTwelcome #refugeesgohome #Merkelmussweg #CDU,1
336,"Bahnstrecke (S2) Erding->München wurde vorhin gesperrt, weil #Asylanten meinten, sie müssen die Gleise entlang nach München laufen.",0
